Year,Team,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG,npxG/Sh,G-xG,np:G-xG,SoTA,Saves,Save%,CS,PSxG,PSxG+/-,PKA,PKsv,PKm,Cmp,Att,Cmp%,Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
2019,Crystal Palace,2020-12-26,12:30,Premier League,Matchweek 15,Sat,Away,D,2,2,Leicester City,1.7,0.9,46.0,,Harry Maguire,4-2-3-1,Mike Dean,Match Report,,2.0,9.0,4.0,44.4,0.22,0.5,12.7,0.0,0.0,0.0,1.7,0.19,0.3,0.3,2.0,1.0,0.0,0.0,0.5,-0.5,0.0,0.0,0.0,1.0,3.0,33.3,3.0,21.4,27.0,19.0,0.0,0.0,2.0,27.0
2019,Crystal Palace,2020-12-29,20:00,Premier League,Matchweek 16,Tue,Home,W,1,0,Wolves,1.5,0.5,58.0,,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,,1.0,11.0,3.0,27.3,0.09,0.33,17.3,0.0,0.0,0.0,1.5,0.17,-0.5,-0.5,5.0,5.0,100.0,1.0,0.9,0.9,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,16.8,6.0,0.0,0.0,0.0,13.0
2019,Crystal Palace,2021-01-01,20:00,Premier League,Matchweek 17,Fri,Home,W,2,1,Aston Villa,2.1,1.4,48.0,,Harry Maguire,4-2-3-1,Michael Oliver,Match Report,,2.0,18.0,8.0,44.4,0.06,0.13,18.5,0.0,1.0,1.0,1.3,0.07,-0.1,-0.3,5.0,4.0,80.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,9.0,66.7,1.0,33.3,32.0,23.0,0.0,0.0,0.0,9.5
2019,Crystal Palace,2021-01-06,19:45,EFL Cup,Semi-finals,Wed,Home,L,0,2,Manchester City,,,40.0,,Harry Maguire,4-3-1-2,Martin Atkinson,Match Report,,0.0,11.0,2.0,18.2,0.0,0.0,,,0.0,0.0,,,,,4.0,2.0,50.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2021-01-09,20:00,FA Cup,Third round proper,Sat,Home,W,1,0,Watford,,,66.0,,Scott McTominay,4-2-3-1,Andy Madley,Match Report,,1.0,19.0,7.0,36.8,0.05,0.14,,,0.0,0.0,,,,,3.0,3.0,100.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2021-01-12,20:15,Premier League,Matchweek 1,Tue,Away,W,1,0,Burnley,1.2,0.9,62.0,,Harry Maguire,4-2-3-1,Kevin Friend,Match Report,,1.0,13.0,7.0,53.8,0.08,0.14,17.6,0.0,0.0,0.0,1.2,0.09,-0.2,-0.2,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,30.0,5.0,28.6,33.2,12.0,0.0,0.0,0.0,
2019,Crystal Palace,2021-01-17,16:30,Premier League,Matchweek 19,Sun,Away,D,0,0,Liverpool,1.1,1.2,35.0,,Harry Maguire,4-2-3-1,Paul Tierney,Match Report,,0.0,8.0,4.0,50.0,0.0,0.0,17.3,2.0,0.0,0.0,1.1,0.14,-1.1,-1.1,3.0,3.0,100.0,1.0,0.2,0.2,0.0,0.0,0.0,6.0,12.0,50.0,6.0,47.1,37.5,14.0,0.0,0.0,0.0,7.5
2019,Crystal Palace,2021-01-20,20:15,Premier League,Matchweek 18,Wed,Away,W,2,1,Fulham,1.7,0.9,62.0,,Harry Maguire,4-2-3-1,Martin Atkinson,Match Report,,2.0,15.0,5.0,33.3,0.13,0.4,15.5,1.0,0.0,0.0,1.7,0.12,0.3,0.3,5.0,4.0,80.0,0.0,0.9,-0.1,0.0,0.0,0.0,1.0,7.0,14.3,7.0,15.8,21.7,11.0,0.0,0.0,5.0,21.1
2019,Crystal Palace,2021-01-24,17:00,FA Cup,Fourth round proper,Sun,Home,W,3,2,Liverpool,,,42.0,,Harry Maguire,4-2-3-1,Craig Pawson,Match Report,,3.0,14.0,6.0,42.9,0.21,0.5,,,0.0,0.0,,,,,6.0,4.0,66.7,0.0,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2021-01-27,20:15,Premier League,Matchweek 20,Wed,Home,L,1,2,Sheffield Utd,1.1,1.0,75.0,,Harry Maguire,4-2-3-1,Peter Bankes,Match Report,,1.0,16.0,4.0,25.0,0.06,0.25,18.9,2.0,0.0,0.0,1.1,0.07,-0.1,-0.1,3.0,1.0,33.3,0.0,1.2,-0.8,0.0,0.0,0.0,1.0,2.0,50.0,2.0,12.5,26.9,6.0,0.0,0.0,3.0,19.8
2019,Crystal Palace,2021-01-30,17:30,Premier League,Matchweek 21,Sat,Away,D,0,0,Arsenal,1.6,0.9,57.0,,Harry Maguire,4-2-3-1,Michael Oliver,Match Report,,0.0,14.0,3.0,21.4,0.0,0.0,18.2,1.0,0.0,0.0,1.6,0.12,-1.6,-1.6,3.0,3.0,100.0,1.0,0.3,0.3,0.0,0.0,0.0,5.0,9.0,55.6,3.0,41.2,32.7,12.0,0.0,0.0,0.0,
2019,Crystal Palace,2021-02-02,20:15,Premier League,Matchweek 22,Tue,Home,W,9,0,Southampton,4.7,0.5,74.0,,Harry Maguire,4-2-3-1,Mike Dean,Match Report,,8.0,23.0,13.0,56.5,0.3,0.54,17.1,1.0,1.0,1.0,3.9,0.17,3.3,3.1,1.0,1.0,100.0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,21.4,4.0,0.0,0.0,1.0,18.0
2019,Crystal Palace,2021-02-06,20:00,Premier League,Matchweek 23,Sat,Home,D,3,3,Everton,1.8,1.5,61.0,,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,,3.0,14.0,5.0,35.7,0.21,0.6,15.2,1.0,0.0,0.0,1.8,0.13,1.2,1.2,3.0,0.0,0.0,0.0,2.0,-1.0,0.0,0.0,0.0,6.0,11.0,54.5,3.0,42.1,31.0,11.0,1.0,9.1,0.0,3.7
2019,Crystal Palace,2021-02-09,19:30,FA Cup,Fifth round proper,Tue,Home,W,1,0,West Ham,,,62.0,,Harry Maguire,4-2-3-1,Paul Tierney,Match Report,Required Extra Time,1.0,17.0,5.0,29.4,0.06,0.2,,,0.0,0.0,,,,,1.0,1.0,100.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2021-02-14,14:00,Premier League,Matchweek 24,Sun,Away,D,1,1,West Brom,0.5,1.0,73.0,,Harry Maguire,4-2-3-1,Craig Pawson,Match Report,,1.0,10.0,6.0,60.0,0.1,0.17,19.1,0.0,0.0,0.0,0.5,0.05,0.5,0.5,3.0,2.0,66.7,0.0,0.8,-0.2,0.0,0.0,0.0,1.0,1.0,100.0,2.0,7.7,24.9,14.0,0.0,0.0,4.0,18.2
2019,Crystal Palace,2021-02-18,18:55,Europa Lg,Round of 32,Thu,Neutral,W,4,0,es Real Sociedad,3.0,0.7,41.0,,Harry Maguire,4-2-3-1,Sandro Schärer,Match Report,Leg 1 of 2,4.0,13.0,9.0,69.2,0.31,0.44,14.7,0.0,0.0,0.0,3.0,0.23,1.0,1.0,2.0,2.0,100.0,1.0,0.7,0.7,0.0,0.0,0.0,5.0,14.0,35.7,4.0,45.8,39.3,16.0,1.0,6.3,0.0,7.0
2019,Crystal Palace,2021-02-21,19:00,Premier League,Matchweek 25,Sun,Home,W,3,1,Newcastle Utd,1.7,0.4,71.0,,Harry Maguire,4-2-3-1,Paul Tierney,Match Report,,3.0,14.0,6.0,42.9,0.14,0.33,19.1,0.0,1.0,1.0,0.9,0.07,1.3,1.1,6.0,5.0,83.3,0.0,0.7,-0.3,0.0,0.0,0.0,3.0,11.0,27.3,7.0,34.6,30.4,10.0,0.0,0.0,3.0,16.4
2019,Crystal Palace,2021-02-25,20:00,Europa Lg,Round of 32,Thu,Neutral,D,0,0,es Real Sociedad,0.6,1.4,57.0,,Bruno Fernandes,4-2-3-1,Lawrence Visser,Match Report,Leg 2 of 2; Manchester Utd won,0.0,11.0,4.0,36.4,0.0,0.0,19.6,1.0,0.0,0.0,0.6,0.06,-0.6,-0.6,1.0,1.0,100.0,1.0,0.1,0.1,0.0,0.0,1.0,0.0,7.0,0.0,6.0,26.1,31.3,13.0,1.0,7.7,0.0,12.5
2019,Crystal Palace,2021-02-28,16:30,Premier League,Matchweek 26,Sun,Away,D,0,0,Chelsea,0.4,1.1,43.0,,Harry Maguire,4-2-3-1,Stuart Attwell,Match Report,,0.0,11.0,4.0,36.4,0.0,0.0,25.2,1.0,0.0,0.0,0.4,0.04,-0.4,-0.4,6.0,6.0,100.0,1.0,1.3,1.3,0.0,0.0,0.0,2.0,5.0,40.0,7.0,26.3,30.9,14.0,0.0,0.0,0.0,9.0
2019,Crystal Palace,2021-03-03,20:15,Premier League,Matchweek 29,Wed,Away,D,0,0,Crystal Palace,0.9,0.9,63.0,,Harry Maguire,4-2-3-1,Andre Marriner,Match Report,,0.0,11.0,1.0,9.1,0.0,0.0,18.4,0.0,0.0,0.0,0.9,0.08,-0.9,-0.9,2.0,2.0,100.0,1.0,0.5,0.5,0.0,0.0,0.0,1.0,1.0,100.0,4.0,12.5,21.0,9.0,1.0,11.1,2.0,26.3
2019,Crystal Palace,2021-03-07,16:30,Premier League,Matchweek 27,Sun,Away,W,2,0,Manchester City,1.7,1.3,34.0,,Harry Maguire,4-2-3-1,Anthony Taylor,Match Report,,2.0,7.0,5.0,71.4,0.14,0.2,17.5,0.0,1.0,1.0,1.0,0.14,0.3,0.0,6.0,6.0,100.0,1.0,0.4,0.4,0.0,0.0,0.0,1.0,11.0,9.1,5.0,33.3,31.1,15.0,1.0,6.7,1.0,14.5
2019,Crystal Palace,2021-03-11,17:55,Europa Lg,Round of 16,Thu,Home,D,1,1,it Milan,1.4,1.0,51.0,,Harry Maguire,4-2-3-1,Slavko Vinčič,Match Report,Leg 1 of 2,1.0,7.0,2.0,28.6,0.14,0.5,15.8,2.0,0.0,0.0,1.4,0.2,-0.4,-0.4,5.0,4.0,80.0,0.0,0.9,-0.1,0.0,0.0,0.0,2.0,5.0,40.0,5.0,15.4,26.8,14.0,1.0,7.1,1.0,19.0
2019,Crystal Palace,2021-03-14,19:15,Premier League,Matchweek 28,Sun,Home,W,1,0,West Ham,1.5,0.6,61.0,,Harry Maguire,4-2-3-1,Martin Atkinson,Match Report,,0.0,15.0,4.0,26.7,0.0,0.0,18.0,0.0,0.0,0.0,1.5,0.1,-1.5,-1.5,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,3.0,33.3,32.9,14.0,1.0,7.1,1.0,14.3
2019,Crystal Palace,2021-03-18,21:00,Europa Lg,Round of 16,Thu,Away,W,1,0,it Milan,0.8,0.9,49.0,,Harry Maguire,4-2-3-1,Felix Brych,Match Report,Leg 2 of 2; Manchester Utd won,1.0,13.0,4.0,30.8,0.08,0.25,20.0,1.0,0.0,0.0,0.8,0.06,0.2,0.2,4.0,4.0,100.0,1.0,1.1,1.1,0.0,0.0,0.0,4.0,10.0,40.0,7.0,32.0,33.9,15.0,1.0,6.7,1.0,16.0
2019,Crystal Palace,2021-03-21,17:00,FA Cup,Quarter-finals,Sun,Away,L,1,3,Leicester City,,,52.0,,Harry Maguire,4-2-3-1,Craig Pawson,Match Report,,1.0,9.0,5.0,55.6,0.11,0.2,,,0.0,0.0,,,,,5.0,2.0,40.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2021-04-04,19:30,Premier League,Matchweek 30,Sun,Home,W,2,1,Brighton,1.5,1.2,57.0,,Harry Maguire,4-2-3-1,Mike Dean,Match Report,,2.0,15.0,7.0,46.7,0.13,0.29,18.4,0.0,0.0,0.0,1.5,0.1,0.5,0.5,3.0,2.0,66.7,0.0,1.1,0.1,0.0,0.0,0.0,0.0,5.0,0.0,4.0,36.4,35.3,13.0,2.0,15.4,1.0,10.8
2019,Crystal Palace,2021-04-08,21:00,Europa Lg,Quarter-finals,Thu,Away,W,2,0,es Granada,2.2,0.4,66.0,,Harry Maguire,4-2-3-1,Artur Soares Dias,Match Report,Leg 1 of 2,2.0,12.0,2.0,16.7,0.08,0.5,19.8,1.0,1.0,1.0,1.4,0.12,-0.2,-0.4,3.0,3.0,100.0,1.0,0.1,0.1,0.0,0.0,0.0,2.0,7.0,28.6,4.0,36.4,34.2,18.0,0.0,0.0,0.0,1.0
2019,Crystal Palace,2021-04-11,16:30,Premier League,Matchweek 31,Sun,Away,W,3,1,Tottenham,2.1,0.9,53.0,,Harry Maguire,4-2-3-1,Chris Kavanagh,Match Report,,3.0,12.0,7.0,58.3,0.25,0.43,15.0,0.0,0.0,0.0,2.1,0.18,0.9,0.9,3.0,2.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,37.5,2.0,41.2,33.4,15.0,1.0,6.7,4.0,23.0
2019,Crystal Palace,2021-04-15,20:00,Europa Lg,Quarter-finals,Thu,Home,W,2,0,es Granada,1.3,0.7,58.0,,Paul Pogba,4-2-3-1,István Kovács,Match Report,Leg 2 of 2; Manchester Utd won,1.0,9.0,2.0,22.2,0.11,0.5,19.3,0.0,0.0,0.0,1.3,0.14,-0.3,-0.3,3.0,3.0,100.0,1.0,0.1,0.1,0.0,0.0,0.0,4.0,6.0,66.7,4.0,19.2,27.3,22.0,2.0,9.1,3.0,15.6
2019,Crystal Palace,2021-04-18,16:00,Premier League,Matchweek 32,Sun,Home,W,3,1,Burnley,2.5,0.9,69.0,,Harry Maguire,4-2-3-1,Jonathan Moss,Match Report,,3.0,17.0,8.0,47.1,0.18,0.38,12.9,0.0,0.0,0.0,2.5,0.17,0.5,0.5,3.0,2.0,66.7,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,11.1,8.0,31.3,33.3,12.0,1.0,8.3,1.0,17.5
2019,Crystal Palace,2021-04-25,14:00,Premier League,Matchweek 33,Sun,Away,D,0,0,Leeds United,1.2,0.3,56.0,,Harry Maguire,4-2-3-1,Craig Pawson,Match Report,,0.0,16.0,4.0,25.0,0.0,0.0,18.4,3.0,0.0,0.0,1.2,0.07,-1.2,-1.2,3.0,3.0,100.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,3.0,0.0,7.0,9.7,21.5,9.0,1.0,11.1,1.0,19.0
2019,Crystal Palace,2021-04-29,20:00,Europa Lg,Semi-finals,Thu,Home,W,6,2,it Roma,4.1,1.8,63.0,,Harry Maguire,4-2-3-1,Carlos del Cerro,Match Report,Leg 1 of 2,6.0,19.0,10.0,52.6,0.26,0.5,16.2,1.0,1.0,1.0,3.3,0.18,1.9,1.7,3.0,1.0,66.7,0.0,1.9,-0.1,1.0,0.0,0.0,1.0,5.0,20.0,2.0,38.5,33.5,7.0,0.0,0.0,0.0,
2019,Crystal Palace,2021-05-06,21:00,Europa Lg,Semi-finals,Thu,Away,L,2,3,it Roma,2.0,4.3,47.0,,Harry Maguire,4-2-3-1,Felix Brych,Match Report,Leg 2 of 2; Manchester Utd won,2.0,13.0,5.0,38.5,0.15,0.4,18.8,1.0,0.0,0.0,2.0,0.16,0.0,0.0,12.0,10.0,75.0,0.0,4.9,2.9,0.0,0.0,0.0,7.0,16.0,43.8,5.0,50.0,39.6,18.0,0.0,0.0,0.0,4.5
2019,Crystal Palace,2021-05-09,14:05,Premier League,Matchweek 35,Sun,Away,W,3,1,Aston Villa,1.7,0.5,59.0,,Harry Maguire,4-2-3-1,Chris Kavanagh,Match Report,,3.0,17.0,6.0,35.3,0.12,0.33,21.5,0.0,1.0,1.0,0.9,0.06,1.3,1.1,5.0,4.0,80.0,0.0,1.1,0.1,0.0,0.0,0.0,5.0,10.0,50.0,5.0,32.0,34.5,16.0,1.0,6.3,2.0,15.6
2019,Crystal Palace,2021-05-11,18:00,Premier League,Matchweek 36,Tue,Home,L,1,2,Leicester City,0.2,0.9,53.0,,Nemanja Matić,4-2-3-1,Craig Pawson,Match Report,,1.0,4.0,1.0,25.0,0.25,1.0,12.3,0.0,0.0,0.0,0.2,0.06,0.8,0.8,3.0,1.0,33.3,0.0,1.4,-0.6,0.0,0.0,0.0,6.0,14.0,42.9,5.0,37.5,34.1,12.0,0.0,0.0,0.0,9.0
2019,Crystal Palace,2021-05-13,20:15,Premier League,Matchweek 34,Thu,Home,L,2,4,Liverpool,1.9,2.7,53.0,,Bruno Fernandes,4-2-3-1,Anthony Taylor,Match Report,,2.0,18.0,2.0,11.1,0.11,1.0,15.5,1.0,0.0,0.0,1.9,0.12,0.1,0.1,8.0,4.0,50.0,0.0,2.2,-1.8,0.0,0.0,0.0,3.0,13.0,23.1,5.0,40.9,32.0,6.0,0.0,0.0,1.0,16.0
2019,Crystal Palace,2021-05-18,18:00,Premier League,Matchweek 37,Tue,Home,D,1,1,Fulham,0.9,0.9,57.0,10000.0,Bruno Fernandes,4-2-3-1,Lee Mason,Match Report,,1.0,13.0,6.0,46.2,0.08,0.17,21.7,2.0,0.0,0.0,0.9,0.07,0.1,0.1,5.0,4.0,80.0,0.0,0.8,-0.2,0.0,0.0,0.0,3.0,7.0,42.9,3.0,26.3,32.9,7.0,0.0,0.0,0.0,
2019,Crystal Palace,2021-05-23,16:00,Premier League,Matchweek 38,Sun,Away,W,2,1,Wolves,2.0,0.9,43.0,4500.0,Nemanja Matić,4-2-3-1,Mike Dean,Match Report,,2.0,8.0,3.0,37.5,0.13,0.33,18.6,0.0,1.0,1.0,1.3,0.16,0.0,-0.3,4.0,3.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,10.0,30.0,6.0,30.0,41.2,22.0,0.0,0.0,0.0,
2019,Crystal Palace,2021-05-26,21:00,Europa Lg,Final,Wed,Away,D,1 (10),1 (11),es Villarreal,0.9,0.9,60.0,9412.0,Bruno Fernandes,4-2-3-1,Clément Turpin,Match Report,Villarreal won on penalty kicks following extra time,1.0,14.0,2.0,14.3,0.07,0.5,20.2,0.0,0.0,0.0,0.9,0.07,0.1,0.1,1.0,0.0,0.0,0.0,0.8,-0.2,0.0,0.0,0.0,2.0,6.0,33.3,4.0,11.8,29.9,13.0,0.0,0.0,4.0,24.4
2019,Crystal Palace,,,,,,,,,,,,,,,,,,,,116.0,826.0,319.0,38.6,0.12,0.31,18.2,32.0,17.0,18.0,74.5,0.11,28.2,24.5,224.0,159.0,71.9,24.0,57.8,2.4,5.0,0.0,1.0,137.0,393.0,34.9,216.0,29.2,30.9,685.0,19.0,2.8,60.0,16.4
2019,Crystal Palace,2020-08-29,16:30,Community Shield,FA Community Shield,Sat,Neutral,D,1 (4),1 (5),Arsenal,,,60.0,,James Milner,4-3-3,Andre Marriner,Match Report,,1.0,15.0,4.0,26.7,0.07,0.25,,,0.0,0.0,,,,,2.0,1.0,50.0,,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2020-09-12,17:30,Premier League,Matchweek 1,Sat,Home,W,4,3,Leeds United,2.7,0.3,49.0,,Jordan Henderson,4-3-3,Michael Oliver,Match Report,,4.0,20.0,4.0,20.0,0.1,0.5,18.4,0.0,2.0,2.0,1.2,0.06,1.3,0.8,3.0,0.0,0.0,0.0,0.5,-2.5,0.0,0.0,0.0,2.0,11.0,18.2,4.0,32.0,28.8,7.0,1.0,14.3,0.0,7.7
2019,Crystal Palace,2020-09-20,16:30,Premier League,Matchweek 2,Sun,Away,W,2,0,Chelsea,2.1,0.9,61.0,,Jordan Henderson,4-3-3,Paul Tierney,Match Report,,2.0,18.0,5.0,27.8,0.11,0.4,18.2,1.0,0.0,0.0,2.1,0.12,-0.1,-0.1,3.0,2.0,100.0,1.0,1.3,1.3,0.0,1.0,0.0,2.0,2.0,100.0,5.0,9.1,21.9,3.0,0.0,0.0,1.0,21.0
2019,Crystal Palace,2020-09-24,19:45,EFL Cup,Third round,Thu,Away,W,7,2,Lincoln City,,,72.0,,Virgil van Dijk,4-4-2◆,Tony Harrington,Match Report,,7.0,23.0,12.0,52.2,0.3,0.58,,,0.0,0.0,,,,,7.0,5.0,71.4,0.0,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2020-09-28,20:00,Premier League,Matchweek 3,Mon,Home,W,3,1,Arsenal,2.7,1.3,66.0,,Virgil van Dijk,4-3-3,Craig Pawson,Match Report,,3.0,21.0,8.0,38.1,0.14,0.38,17.9,0.0,0.0,0.0,2.7,0.13,0.3,0.3,3.0,2.0,66.7,0.0,2.0,1.0,0.0,0.0,0.0,4.0,8.0,50.0,1.0,18.4,27.8,7.0,0.0,0.0,4.0,27.5
2019,Crystal Palace,2020-10-01,19:45,EFL Cup,Fourth round,Thu,Home,D,0 (4),0 (5),Arsenal,,,57.0,,James Milner,4-3-3,Kevin Friend,Match Report,Arsenal won on penalty kicks following extra time,0.0,16.0,7.0,43.8,0.0,0.0,,,0.0,0.0,,,,,2.0,2.0,100.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2020-10-04,19:15,Premier League,Matchweek 4,Sun,Away,L,2,7,Aston Villa,1.8,2.7,69.0,,Virgil van Dijk,4-3-3,Martin Atkinson,Match Report,,2.0,14.0,8.0,57.1,0.14,0.25,16.3,1.0,0.0,0.0,1.8,0.13,0.2,0.2,11.0,4.0,36.4,0.0,4.7,-2.3,0.0,0.0,0.0,2.0,6.0,33.3,9.0,20.0,27.3,8.0,0.0,0.0,2.0,20.0
2019,Crystal Palace,2020-10-17,12:30,Premier League,Matchweek 5,Sat,Away,D,2,2,Everton,2.6,1.2,58.0,,Jordan Henderson,4-3-3,Michael Oliver,Match Report,,2.0,22.0,8.0,36.4,0.09,0.25,16.0,2.0,0.0,0.0,2.6,0.13,-0.6,-0.6,5.0,3.0,60.0,0.0,1.2,-0.8,0.0,0.0,0.0,5.0,15.0,33.3,4.0,66.7,40.3,11.0,0.0,0.0,0.0,1.0
2019,Crystal Palace,2020-10-21,21:00,Champions Lg,Group stage,Wed,Away,W,1,0,nl Ajax,1.1,1.4,51.0,,James Milner,4-3-3,Felix Brych,Match Report,,0.0,16.0,6.0,37.5,0.0,0.0,16.7,0.0,0.0,0.0,1.1,0.07,-1.1,-1.1,4.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,9.0,18.0,50.0,3.0,58.3,37.9,18.0,3.0,16.7,1.0,13.0
2019,Crystal Palace,2020-10-24,20:00,Premier League,Matchweek 6,Sat,Home,W,2,1,Sheffield Utd,2.3,1.6,62.0,,Jordan Henderson,4-2-3-1,Mike Dean,Match Report,,2.0,17.0,5.0,29.4,0.12,0.4,18.8,1.0,0.0,0.0,2.3,0.15,-0.3,-0.3,2.0,1.0,100.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,12.0,25.0,1.0,30.8,32.8,14.0,0.0,0.0,0.0,9.0
2019,Crystal Palace,2020-10-27,20:00,Champions Lg,Group stage,Tue,Home,W,2,0,dk Midtjylland,2.2,1.2,62.0,,Jordan Henderson,4-3-3,Paweł Raczkowski,Match Report,,2.0,8.0,1.0,12.5,0.13,1.0,15.5,0.0,1.0,1.0,1.4,0.18,-0.2,-0.4,1.0,1.0,100.0,1.0,0.5,0.5,0.0,0.0,0.0,3.0,9.0,33.3,4.0,19.4,29.0,11.0,0.0,0.0,1.0,15.0
2019,Crystal Palace,2020-10-31,17:30,Premier League,Matchweek 7,Sat,Home,W,2,1,West Ham,1.7,0.3,72.0,,Jordan Henderson,4-3-3,Kevin Friend,Match Report,,2.0,8.0,4.0,50.0,0.13,0.25,20.0,1.0,1.0,1.0,0.9,0.11,0.3,0.1,3.0,2.0,66.7,0.0,0.6,-0.4,0.0,0.0,0.0,1.0,4.0,25.0,6.0,16.7,24.2,12.0,0.0,0.0,1.0,29.0
2019,Crystal Palace,2020-11-03,21:00,Champions Lg,Group stage,Tue,Away,W,5,0,it Atalanta,2.5,1.2,56.0,,Jordan Henderson,4-3-3,Ovidiu Hațegan,Match Report,,5.0,15.0,12.0,80.0,0.33,0.42,17.9,0.0,0.0,0.0,2.5,0.17,2.5,2.5,6.0,6.0,100.0,1.0,1.3,1.3,0.0,0.0,0.0,4.0,10.0,40.0,8.0,26.3,32.2,11.0,0.0,0.0,1.0,22.5
2019,Crystal Palace,2020-11-08,16:30,Premier League,Matchweek 8,Sun,Away,D,1,1,Manchester City,1.2,1.4,46.0,,Jordan Henderson,4-2-3-1,Craig Pawson,Match Report,,1.0,9.0,2.0,22.2,0.0,0.0,22.1,1.0,1.0,1.0,0.4,0.05,-0.2,-0.4,2.0,1.0,50.0,0.0,0.3,-0.7,0.0,0.0,1.0,4.0,13.0,30.8,3.0,30.0,29.1,6.0,1.0,16.7,3.0,20.3
2019,Crystal Palace,2020-11-22,19:15,Premier League,Matchweek 9,Sun,Home,W,3,0,Leicester City,3.1,1.6,56.0,,James Milner,4-3-3,Chris Kavanagh,Match Report,,2.0,24.0,11.0,45.8,0.08,0.18,12.7,0.0,0.0,0.0,3.1,0.16,-1.1,-1.1,4.0,4.0,100.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,6.0,16.7,6.0,15.0,28.8,14.0,0.0,0.0,4.0,21.3
2019,Crystal Palace,2020-11-25,20:00,Champions Lg,Group stage,Wed,Home,L,0,2,it Atalanta,0.2,1.2,54.0,,James Milner,4-3-3,Carlos del Cerro,Match Report,,0.0,4.0,0.0,0.0,0.0,,18.9,0.0,0.0,0.0,0.2,0.04,-0.2,-0.2,4.0,2.0,50.0,0.0,2.1,0.1,0.0,0.0,0.0,7.0,9.0,77.8,3.0,21.9,29.0,8.0,0.0,0.0,2.0,28.7
2019,Crystal Palace,2020-11-28,12:30,Premier League,Matchweek 10,Sat,Away,D,1,1,Brighton,0.2,2.3,60.0,,James Milner,4-3-3,Stuart Attwell,Match Report,,1.0,6.0,2.0,33.3,0.17,0.5,21.1,0.0,0.0,0.0,0.2,0.04,0.8,0.8,3.0,2.0,100.0,0.0,1.3,0.3,1.0,0.0,1.0,6.0,13.0,46.2,7.0,28.0,31.5,11.0,0.0,0.0,6.0,21.8
2019,Crystal Palace,2020-12-01,20:00,Champions Lg,Group stage,Tue,Home,W,1,0,nl Ajax,2.0,1.5,44.0,,Jordan Henderson,4-3-3,Tobias Stieler,Match Report,,1.0,15.0,5.0,33.3,0.07,0.2,18.7,1.0,0.0,0.0,2.0,0.14,-1.0,-1.0,4.0,4.0,100.0,1.0,0.8,0.8,0.0,0.0,0.0,10.0,22.0,45.5,8.0,46.2,38.1,12.0,2.0,16.7,0.0,11.5
2019,Crystal Palace,2020-12-06,19:15,Premier League,Matchweek 11,Sun,Home,W,4,0,Wolves,1.2,0.4,60.0,2000.0,Jordan Henderson,4-3-3,Craig Pawson,Match Report,,3.0,11.0,6.0,54.5,0.27,0.5,17.2,1.0,0.0,0.0,1.2,0.11,1.8,1.8,3.0,3.0,100.0,1.0,0.9,0.9,0.0,0.0,0.0,1.0,8.0,12.5,5.0,26.1,29.3,16.0,1.0,6.3,0.0,10.3
2019,Crystal Palace,2020-12-09,18:55,Champions Lg,Group stage,Wed,Away,D,1,1,dk Midtjylland,1.1,2.3,50.0,,Trent Alexander-Arnold,4-3-3,François Letexier,Match Report,,1.0,7.0,4.0,57.1,0.14,0.25,15.2,0.0,0.0,0.0,1.1,0.16,-0.1,-0.1,6.0,5.0,100.0,0.0,1.5,0.5,1.0,0.0,0.0,4.0,16.0,25.0,8.0,44.1,32.3,26.0,0.0,0.0,1.0,18.0
