Year,Team,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,FK,PK,PKatt,npxG,npxG/Sh,G-xG,np:G-xG,SoTA,Saves,Save%,CS,PSxG,PSxG+/-,PKA,PKsv,PKm,Cmp,Att,Cmp%,Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist
2019,Crystal Palace,2023-05-06,15:00,Premier League,Matchweek 35,Sat,Home,,,,Manchester Utd,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-05-13,15:00,Premier League,Matchweek 36,Sat,Away,,,,Brentford,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-05-20,15:00,Premier League,Matchweek 37,Sat,Home,,,,Leeds United,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-05-28,15:00,Premier League,Matchweek 38,Sun,Away,,,,Leicester City,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2022-08-06,15:00,Premier League,Matchweek 1,Sat,Home,W,2.0,1.0,Wolves,0.8,1.3,40.0,36347.0,Patrick Bamford,4-2-3-1,Robert Jones,Match Report,,1.0,12.0,4.0,33.3,0.08,0.25,18.6,1.0,0.0,0.0,0.8,0.07,0.2,0.2,6.0,5.0,83.3,0.0,1.3,0.3,0.0,0.0,0.0,1.0,8.0,12.5,8.0,35.0,31.3,15.0,1.0,6.7,1.0,12.5
2019,Crystal Palace,2022-08-13,15:00,Premier League,Matchweek 2,Sat,Away,D,2.0,2.0,Southampton,1.8,1.2,57.0,30815.0,Patrick Bamford,4-2-3-1,Tony Harrington,Match Report,,2.0,13.0,5.0,38.5,0.15,0.4,12.0,0.0,0.0,0.0,1.8,0.15,0.2,0.2,4.0,2.0,50.0,0.0,2.2,0.2,0.0,0.0,0.0,1.0,11.0,9.1,7.0,38.1,35.1,14.0,1.0,7.1,2.0,15.3
2019,Crystal Palace,2022-08-21,14:00,Premier League,Matchweek 3,Sun,Home,W,3.0,0.0,Chelsea,2.1,0.9,39.0,36372.0,Rodrigo,4-2-3-1,Stuart Attwell,Match Report,,3.0,12.0,6.0,50.0,0.25,0.5,16.3,0.0,0.0,0.0,2.1,0.18,0.9,0.9,3.0,3.0,100.0,1.0,0.6,0.6,0.0,0.0,0.0,1.0,16.0,6.3,2.0,55.6,42.5,11.0,0.0,0.0,3.0,48.0
2019,Crystal Palace,2022-08-24,19:45,EFL Cup,Second round,Wed,Home,W,3.0,1.0,Barnsley,,,71.0,35472.0,Liam Cooper,4-3-3,John Brooks,Match Report,,3.0,10.0,4.0,40.0,0.2,0.5,,,1.0,1.0,,,,,2.0,1.0,50.0,0.0,,,0.0,0.0,1.0,,,,,,,,,,,
2019,Crystal Palace,2022-08-27,15:00,Premier League,Matchweek 4,Sat,Away,L,0.0,1.0,Brighton,1.8,2.0,56.0,30953.0,Rodrigo,4-2-3-1,Michael Salisbury,Match Report,,0.0,10.0,2.0,20.0,0.0,0.0,18.0,1.0,0.0,0.0,1.8,0.18,-1.8,-1.8,4.0,3.0,75.0,0.0,1.3,0.3,0.0,0.0,0.0,1.0,11.0,9.1,6.0,20.7,27.9,10.0,0.0,0.0,0.0,3.7
2019,Crystal Palace,2022-08-30,20:00,Premier League,Matchweek 5,Tue,Home,D,1.0,1.0,Everton,1.0,1.0,69.0,36338.0,Rodrigo,4-2-3-1,Darren England,Match Report,,1.0,14.0,5.0,35.7,0.07,0.2,16.9,0.0,0.0,0.0,1.0,0.07,0.0,0.0,2.0,1.0,50.0,0.0,0.4,-0.6,0.0,0.0,0.0,0.0,6.0,0.0,0.0,31.6,31.8,3.0,0.0,0.0,3.0,17.0
2019,Crystal Palace,2022-09-03,15:00,Premier League,Matchweek 6,Sat,Away,L,2.0,5.0,Brentford,1.7,2.3,68.0,17092.0,Robin Koch,4-2-3-1,Robert Jones,Match Report,,2.0,17.0,6.0,35.3,0.12,0.33,21.9,1.0,0.0,0.0,1.7,0.11,0.3,0.3,8.0,3.0,50.0,0.0,3.7,-1.3,1.0,0.0,0.0,3.0,12.0,25.0,5.0,40.0,34.4,8.0,0.0,0.0,2.0,23.3
2019,Crystal Palace,2022-09-12,20:00,Premier League,Matchweek 7,Mon,Home,,,,Nott'ham Forest,,,,,,,,,Match Postponed,0.0,6.0,1.0,16.7,0.0,0.0,16.8,0.0,0.0,0.0,0.4,0.06,-0.4,-0.4,6.0,6.0,100.0,1.0,1.3,1.3,0.0,0.0,0.0,5.0,18.0,27.8,10.0,38.7,34.8,18.0,3.0,16.7,0.0,7.6
2019,Crystal Palace,2022-10-02,16:30,Premier League,Matchweek 9,Sun,Home,D,0.0,0.0,Aston Villa,0.4,2.2,44.0,36582.0,Liam Cooper,4-2-3-1,Stuart Attwell,Match Report,,1.0,10.0,4.0,40.0,0.1,0.25,18.1,0.0,0.0,0.0,1.0,0.1,0.0,0.0,5.0,3.0,60.0,0.0,1.7,-0.3,0.0,0.0,0.0,2.0,16.0,12.5,8.0,52.4,36.8,13.0,1.0,7.7,1.0,27.0
2019,Crystal Palace,2022-10-09,14:00,Premier League,Matchweek 10,Sun,Away,L,1.0,2.0,Crystal Palace,1.0,1.1,46.0,25042.0,Liam Cooper,4-2-3-1,Paul Tierney,Match Report,,0.0,15.0,4.0,26.7,0.0,0.0,18.1,0.0,0.0,1.0,1.1,0.07,-1.8,-1.1,4.0,3.0,75.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0,22.2,8.0,29.2,28.7,7.0,1.0,14.3,2.0,16.8
2019,Crystal Palace,2022-10-16,14:00,Premier League,Matchweek 11,Sun,Home,L,0.0,1.0,Arsenal,1.8,0.5,47.0,36700.0,Liam Cooper,4-2-3-1,Chris Kavanagh,Match Report,,0.0,14.0,2.0,14.3,0.0,0.0,18.3,0.0,0.0,0.0,1.3,0.1,-1.3,-1.3,1.0,0.0,-100.0,0.0,0.3,-0.7,0.0,0.0,0.0,5.0,7.0,71.4,5.0,12.1,23.9,7.0,0.0,0.0,1.0,18.7
2019,Crystal Palace,2022-10-20,20:15,Premier League,Matchweek 12,Thu,Away,L,0.0,2.0,Leicester City,1.3,0.8,54.0,30814.0,Patrick Bamford,4-2-3-1,Peter Bankes,Match Report,,2.0,14.0,5.0,35.7,0.14,0.4,16.3,0.0,0.0,0.0,1.6,0.12,0.4,0.4,4.0,1.0,25.0,0.0,2.2,-0.8,0.0,0.0,0.0,2.0,8.0,25.0,6.0,23.1,26.5,13.0,0.0,0.0,0.0,16.0
2019,Crystal Palace,2022-10-23,14:00,Premier League,Matchweek 13,Sun,Home,L,2.0,3.0,Fulham,1.6,1.8,57.0,36447.0,Liam Cooper,4-2-3-1,Anthony Taylor,Match Report,,2.0,14.0,6.0,42.9,0.14,0.33,19.4,3.0,0.0,0.0,1.8,0.13,0.2,0.2,10.0,9.0,90.0,0.0,1.8,0.8,0.0,0.0,0.0,0.0,25.0,0.0,4.0,78.9,52.2,27.0,1.0,3.7,0.0,6.7
2019,Crystal Palace,2022-10-29,19:45,Premier League,Matchweek 14,Sat,Away,W,2.0,1.0,Liverpool,1.8,1.7,32.0,53274.0,Liam Cooper,4-2-3-1,Michael Oliver,Match Report,,4.0,17.0,3.0,17.6,0.18,1.0,15.9,0.0,1.0,1.0,1.4,0.08,1.8,1.6,5.0,2.0,40.0,0.0,1.7,-1.3,0.0,0.0,0.0,1.0,8.0,12.5,2.0,63.6,37.4,12.0,1.0,8.3,4.0,18.4
2019,Crystal Palace,2022-11-05,15:00,Premier League,Matchweek 15,Sat,Home,W,4.0,3.0,Bournemouth,2.2,1.5,60.0,36304.0,Liam Cooper,4-2-3-1,Tony Harrington,Match Report,,0.0,10.0,7.0,70.0,0.0,0.0,,,0.0,0.0,,,,,5.0,4.0,80.0,0.0,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2022-11-09,19:45,EFL Cup,Third round,Wed,Away,L,0.0,1.0,Wolves,,,52.0,24246.0,Luke Ayling,4-2-3-1,Andre Marriner,Match Report,,3.0,12.0,5.0,41.7,0.25,0.6,16.2,2.0,0.0,0.0,1.1,0.09,1.9,1.9,7.0,3.0,42.9,0.0,1.8,-2.2,0.0,0.0,0.0,6.0,22.0,27.3,5.0,66.7,41.1,17.0,2.0,11.8,4.0,14.5
2019,Crystal Palace,2022-11-12,15:00,Premier League,Matchweek 16,Sat,Away,L,3.0,4.0,Tottenham,1.1,1.8,45.0,61667.0,Liam Cooper,4-2-3-1,Michael Salisbury,Match Report,,1.0,9.0,1.0,11.1,0.11,1.0,19.3,2.0,0.0,0.0,0.6,0.06,0.4,0.4,9.0,6.0,66.7,0.0,2.8,-0.2,0.0,0.0,0.0,4.0,18.0,22.2,6.0,50.0,39.9,9.0,1.0,11.1,3.0,19.0
2019,Crystal Palace,2022-12-28,20:00,Premier League,Matchweek 17,Wed,Home,L,1.0,3.0,Manchester City,0.6,4.3,31.0,36889.0,Liam Cooper,4-3-3,Stuart Attwell,Match Report,,0.0,8.0,1.0,12.5,0.0,0.0,17.9,1.0,0.0,0.0,0.4,0.05,-0.4,-0.4,5.0,5.0,100.0,1.0,0.9,0.9,0.0,0.0,0.0,3.0,32.0,9.4,8.0,57.6,43.2,20.0,5.0,25.0,2.0,13.5
2019,Crystal Palace,2022-12-31,15:00,Premier League,Matchweek 18,Sat,Away,D,0.0,0.0,Newcastle Utd,0.4,2.2,40.0,52211.0,Liam Cooper,4-2-3-1,Simon Hooper,Match Report,,2.0,14.0,5.0,35.7,0.14,0.4,14.0,0.0,0.0,0.0,1.6,0.12,0.4,0.4,2.0,0.0,50.0,0.0,1.0,-1.0,1.0,0.0,0.0,7.0,18.0,38.9,6.0,52.0,34.1,12.0,0.0,0.0,2.0,17.7
2019,Crystal Palace,2023-01-04,19:45,Premier League,Matchweek 19,Wed,Home,D,2.0,2.0,West Ham,1.6,1.4,62.0,36173.0,Liam Cooper,4-2-3-1,David Coote,Match Report,,2.0,26.0,5.0,19.2,0.08,0.4,,,0.0,1.0,,,,,3.0,1.0,33.3,0.0,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2023-01-08,14:00,FA Cup,Third round proper,Sun,Away,D,2.0,2.0,Cardiff City,,,73.0,20324.0,Pascal Struijk,4-4-2,Jarred Gillett,Match Report,,1.0,16.0,3.0,18.8,0.06,0.33,12.7,0.0,0.0,0.0,2.4,0.16,-1.4,-1.4,5.0,3.0,60.0,0.0,1.2,-0.8,0.0,0.0,0.0,2.0,7.0,28.6,4.0,46.7,35.9,4.0,1.0,25.0,5.0,28.8
2019,Crystal Palace,2023-01-13,20:00,Premier League,Matchweek 20,Fri,Away,L,1.0,2.0,Aston Villa,2.4,1.2,48.0,42008.0,Liam Cooper,4-2-3-1,Michael Oliver,Match Report,,5.0,23.0,9.0,39.1,0.22,0.56,,,0.0,0.0,,,,,3.0,2.0,66.7,0.0,,,1.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2023-01-18,19:45,FA Cup,Third round proper,Wed,Home,W,5.0,2.0,Cardiff City,,,52.0,34465.0,Rodrigo,4-2-3-1,Thomas Bramall,Match Report,,0.0,9.0,5.0,55.6,0.0,0.0,23.2,1.0,0.0,0.0,0.5,0.05,-0.5,-0.5,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,10.0,8.0,21.4,26.4,12.0,0.0,0.0,2.0,14.0
2019,Crystal Palace,2023-01-22,14:00,Premier League,Matchweek 21,Sun,Home,D,0.0,0.0,Brentford,0.5,0.4,58.0,36260.0,Luke Ayling,4-2-3-1,Peter Bankes,Match Report,,3.0,21.0,10.0,47.6,0.14,0.3,,,0.0,0.0,,,,,8.0,7.0,87.5,0.0,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2023-01-28,12:30,FA Cup,Fourth round proper,Sat,Away,W,3.0,1.0,Acc'ton Stanley,,,59.0,5268.0,Patrick Bamford,4-1-3-2,Joshua Smith,Match Report,,0.0,10.0,4.0,40.0,0.0,0.0,17.1,0.0,0.0,0.0,0.9,0.09,-0.9,-0.9,2.0,1.0,50.0,0.0,0.3,-0.7,0.0,0.0,0.0,3.0,5.0,60.0,5.0,26.3,27.2,7.0,1.0,14.3,4.0,18.2
2019,Crystal Palace,2023-02-05,14:00,Premier League,Matchweek 22,Sun,Away,L,0.0,1.0,Nott'ham Forest,0.9,0.4,70.0,29363.0,Liam Cooper,4-2-3-1,Robert Jones,Match Report,,38.0,336.0,112.0,33.3,0.11,0.32,17.2,12.0,2.0,4.0,25.1,0.11,11.4,10.9,113.0,74.0,66.4,4.0,27.5,-5.5,3.0,0.0,1.0,50.0,267.0,18.7,113.0,41.1,34.4,239.0,19.0,7.9,41.0,16.5
2019,Crystal Palace,2023-02-08,20:00,Premier League,Matchweek 8,Wed,Away,,,,Manchester Utd,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-02-12,14:00,Premier League,Matchweek 23,Sun,Home,,,,Manchester Utd,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-02-18,15:00,Premier League,Matchweek 24,Sat,Away,,,,Everton,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-02-25,15:00,Premier League,Matchweek 25,Sat,Home,,,,Southampton,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-03-04,15:00,Premier League,Matchweek 26,Sat,Away,,,,Chelsea,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-03-11,15:00,Premier League,Matchweek 27,Sat,Home,,,,Brighton,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-03-18,15:00,Premier League,Matchweek 28,Sat,Away,,,,Wolves,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-04-01,15:00,Premier League,Matchweek 29,Sat,Away,,,,Arsenal,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-04-08,15:00,Premier League,Matchweek 30,Sat,Home,,,,Crystal Palace,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-04-15,15:00,Premier League,Matchweek 31,Sat,Home,,,,Liverpool,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-04-22,15:00,Premier League,Matchweek 32,Sat,Away,,,,Fulham,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-04-25,19:45,Premier League,Matchweek 33,Tue,Home,,,,Leicester City,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-04-29,15:00,Premier League,Matchweek 34,Sat,Away,,,,Bournemouth,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-05-06,15:00,Premier League,Matchweek 35,Sat,Away,,,,Manchester City,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-05-13,15:00,Premier League,Matchweek 36,Sat,Home,,,,Newcastle Utd,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-05-20,15:00,Premier League,Matchweek 37,Sat,Away,,,,West Ham,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2023-05-28,15:00,Premier League,Matchweek 38,Sun,Home,,,,Tottenham,,,,,,,,Head-to-Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,Crystal Palace,2022-08-06,17:30,Premier League,Matchweek 1,Sat,Home,L,0.0,1.0,Chelsea,0.7,1.5,38.0,39254.0,Jordan Pickford,5-4-1,Craig Pawson,Match Report,,0.0,8.0,3.0,37.5,0.0,0.0,13.5,0.0,0.0,0.0,0.7,0.09,-0.7,-0.7,6.0,5.0,100.0,0.0,1.9,0.9,1.0,0.0,0.0,8.0,24.0,33.3,5.0,63.6,43.5,24.0,2.0,8.3,4.0,19.0
2019,Crystal Palace,2022-08-13,12:30,Premier League,Matchweek 2,Sat,Away,L,1.0,2.0,Aston Villa,1.6,2.3,43.0,41883.0,Jordan Pickford,3-4-3,Michael Oliver,Match Report,,0.0,15.0,4.0,26.7,0.0,0.0,14.8,0.0,0.0,0.0,1.6,0.11,-1.6,-1.6,3.0,1.0,33.3,0.0,1.7,-0.3,0.0,0.0,0.0,4.0,14.0,28.6,4.0,46.2,33.8,11.0,0.0,0.0,4.0,27.0
2019,Crystal Palace,2022-08-20,15:00,Premier League,Matchweek 3,Sat,Home,D,1.0,1.0,Nott'ham Forest,1.5,1.0,49.0,39271.0,Jordan Pickford,3-4-3,Andre Marriner,Match Report,,1.0,19.0,8.0,42.1,0.05,0.13,20.8,1.0,0.0,0.0,1.5,0.08,-0.5,-0.5,5.0,4.0,80.0,0.0,1.1,0.1,0.0,0.0,0.0,4.0,14.0,28.6,7.0,34.6,38.6,10.0,0.0,0.0,1.0,13.5
2019,Crystal Palace,2022-08-23,19:45,EFL Cup,Second round,Tue,Away,W,1.0,0.0,Fleetwood Town,,,57.0,4267.0,Séamus Coleman,5-3-2,Tom Reeves,Match Report,,1.0,15.0,2.0,13.3,0.07,0.5,,,0.0,0.0,,,,,5.0,4.0,100.0,1.0,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2022-08-27,15:00,Premier League,Matchweek 4,Sat,Away,D,1.0,1.0,Brentford,1.1,2.1,42.0,17009.0,Jordan Pickford,3-4-3,John Brooks,Match Report,,1.0,14.0,7.0,50.0,0.07,0.14,16.7,0.0,0.0,0.0,1.1,0.08,-0.1,-0.1,5.0,4.0,80.0,0.0,1.4,0.4,0.0,0.0,0.0,11.0,29.0,37.9,4.0,72.0,50.4,26.0,1.0,3.8,4.0,12.9
2019,Crystal Palace,2022-08-30,20:00,Premier League,Matchweek 5,Tue,Away,D,1.0,1.0,Leeds United,1.0,1.0,31.0,36338.0,Jordan Pickford,4-3-3,Darren England,Match Report,,1.0,7.0,2.0,28.6,0.14,0.5,19.1,1.0,0.0,0.0,1.0,0.14,0.0,0.0,5.0,4.0,80.0,0.0,0.8,-0.2,0.0,0.0,0.0,4.0,22.0,18.2,7.0,52.0,41.8,22.0,0.0,0.0,2.0,20.0
2019,Crystal Palace,2022-09-03,12:30,Premier League,Matchweek 6,Sat,Home,D,0.0,0.0,Liverpool,1.7,2.1,39.0,39240.0,Jordan Pickford,4-3-3,Anthony Taylor,Match Report,,0.0,14.0,3.0,21.4,0.0,0.0,15.5,0.0,0.0,0.0,1.7,0.12,-1.7,-1.7,8.0,8.0,100.0,1.0,1.5,1.5,0.0,0.0,0.0,6.0,21.0,28.6,5.0,61.1,43.4,24.0,1.0,4.2,0.0,1.0
2019,Crystal Palace,2022-09-11,14:00,Premier League,Matchweek 7,Sun,Away,,,,Arsenal,,,,,,,,,Match Postponed,1.0,7.0,2.0,28.6,0.14,0.5,21.4,0.0,0.0,0.0,0.4,0.05,0.6,0.6,4.0,4.0,100.0,1.0,0.5,0.5,0.0,0.0,0.0,4.0,13.0,30.8,5.0,36.4,34.9,23.0,1.0,4.3,0.0,5.0
2019,Crystal Palace,2022-09-18,14:15,Premier League,Matchweek 8,Sun,Home,W,1.0,0.0,West Ham,0.4,1.0,53.0,39298.0,Conor Coady,4-3-3,Michael Oliver,Match Report,,2.0,12.0,5.0,41.7,0.17,0.4,17.4,1.0,0.0,0.0,2.0,0.17,0.0,0.0,6.0,5.0,83.3,0.0,0.8,-0.2,0.0,0.0,0.0,14.0,23.0,60.9,4.0,55.6,42.4,21.0,0.0,0.0,0.0,2.8
2019,Crystal Palace,2022-10-01,15:00,Premier League,Matchweek 9,Sat,Away,W,2.0,1.0,Southampton,2.0,1.7,45.0,30510.0,Séamus Coleman,4-3-3,Andre Marriner,Match Report,,1.0,11.0,2.0,18.2,0.09,0.5,17.4,0.0,0.0,0.0,0.6,0.06,0.4,0.4,4.0,2.0,50.0,0.0,2.1,0.1,0.0,0.0,0.0,10.0,21.0,47.6,6.0,47.4,35.5,7.0,1.0,14.3,0.0,5.5
2019,Crystal Palace,2022-10-09,19:00,Premier League,Matchweek 10,Sun,Home,L,1.0,2.0,Manchester Utd,0.6,1.4,40.0,39258.0,Séamus Coleman,4-3-3,David Coote,Match Report,,0.0,4.0,0.0,0.0,0.0,,13.5,0.0,0.0,0.0,0.4,0.11,-0.4,-0.4,7.0,5.0,85.7,0.0,2.1,0.1,1.0,0.0,0.0,5.0,23.0,21.7,6.0,59.3,38.7,22.0,0.0,0.0,1.0,19.3
2019,Crystal Palace,2022-10-15,17:30,Premier League,Matchweek 11,Sat,Away,L,0.0,2.0,Tottenham,0.4,2.2,38.0,61812.0,Séamus Coleman,5-3-2,Paul Tierney,Match Report,,0.0,1.0,0.0,0.0,0.0,,7.5,0.0,0.0,0.0,0.2,0.17,-0.2,-0.2,4.0,3.0,75.0,0.0,0.7,-0.3,0.0,0.0,0.0,10.0,28.0,35.7,5.0,61.5,45.5,15.0,0.0,0.0,1.0,31.0
2019,Crystal Palace,2022-10-19,19:30,Premier League,Matchweek 12,Wed,Away,L,0.0,1.0,Newcastle Utd,0.2,1.5,51.0,52247.0,Séamus Coleman,4-3-3,Tony Harrington,Match Report,,3.0,9.0,6.0,66.7,0.33,0.5,16.8,0.0,0.0,0.0,1.4,0.17,1.6,1.6,2.0,2.0,100.0,1.0,0.6,0.6,0.0,0.0,0.0,8.0,17.0,47.1,4.0,70.0,46.4,10.0,1.0,10.0,0.0,4.0
2019,Crystal Palace,2022-10-22,15:00,Premier League,Matchweek 13,Sat,Home,W,3.0,0.0,Crystal Palace,1.4,0.9,46.0,38939.0,Séamus Coleman,4-2-3-1,Simon Hooper,Match Report,,0.0,9.0,4.0,44.4,0.0,0.0,12.2,0.0,0.0,0.0,0.9,0.1,-0.9,-0.9,6.0,6.0,100.0,1.0,1.2,1.2,0.0,0.0,0.0,8.0,22.0,36.4,3.0,43.3,37.7,28.0,0.0,0.0,2.0,11.5
2019,Crystal Palace,2022-10-29,17:30,Premier League,Matchweek 14,Sat,Away,D,0.0,0.0,Fulham,0.9,1.9,44.0,23534.0,Séamus Coleman,4-2-3-1,John Brooks,Match Report,,0.0,12.0,2.0,16.7,0.0,0.0,12.9,0.0,0.0,0.0,1.2,0.1,-1.2,-1.2,8.0,6.0,75.0,0.0,1.5,-0.5,0.0,0.0,0.0,10.0,23.0,43.5,5.0,37.8,34.0,9.0,0.0,0.0,2.0,15.6
2019,Crystal Palace,2022-11-05,17:30,Premier League,Matchweek 15,Sat,Home,L,0.0,2.0,Leicester City,1.2,2.3,49.0,39206.0,Séamus Coleman,4-3-3,David Coote,Match Report,,1.0,8.0,2.0,25.0,0.13,0.5,,,0.0,0.0,,,,,7.0,3.0,42.9,0.0,,,0.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2022-11-08,19:45,EFL Cup,Third round,Tue,Away,L,1.0,4.0,Bournemouth,,,58.0,10021.0,Asmir Begović,3-5-2,Darren England,Match Report,,0.0,15.0,3.0,20.0,0.0,0.0,18.0,0.0,0.0,0.0,0.8,0.06,-0.8,-0.8,8.0,5.0,62.5,0.0,3.0,0.0,0.0,0.0,0.0,3.0,7.0,42.9,5.0,30.4,30.8,6.0,0.0,0.0,1.0,20.0
2019,Crystal Palace,2022-11-12,15:00,Premier League,Matchweek 16,Sat,Away,L,0.0,3.0,Bournemouth,0.8,2.4,64.0,10382.0,Jordan Pickford,4-3-3,Craig Pawson,Match Report,,1.0,12.0,5.0,41.7,0.08,0.2,19.2,2.0,0.0,0.0,1.7,0.14,-0.7,-0.7,4.0,2.0,50.0,0.0,1.2,-0.8,0.0,0.0,0.0,3.0,12.0,25.0,6.0,31.3,33.6,7.0,0.0,0.0,2.0,25.5
2019,Crystal Palace,2022-12-26,15:00,Premier League,Matchweek 17,Mon,Home,L,1.0,2.0,Wolves,1.7,0.8,58.0,39252.0,Jordan Pickford,4-3-3,Craig Pawson,Match Report,,1.0,2.0,1.0,50.0,0.5,1.0,25.1,0.0,0.0,0.0,0.1,0.05,0.9,0.9,3.0,2.0,66.7,0.0,1.2,0.2,0.0,0.0,0.0,5.0,24.0,20.8,1.0,70.4,52.0,24.0,1.0,4.2,0.0,5.5
2019,Crystal Palace,2022-12-31,15:00,Premier League,Matchweek 18,Sat,Away,D,1.0,1.0,Manchester City,0.1,1.7,26.0,53444.0,Jordan Pickford,5-3-2,Andy Madley,Match Report,,1.0,9.0,3.0,33.3,0.0,0.0,19.0,0.0,1.0,1.0,0.5,0.06,-0.3,-0.5,8.0,4.0,50.0,0.0,2.1,-1.9,0.0,0.0,0.0,2.0,5.0,40.0,6.0,19.2,26.1,3.0,0.0,0.0,0.0,14.0
2019,Crystal Palace,2023-01-03,19:45,Premier League,Matchweek 19,Tue,Home,L,1.0,4.0,Brighton,1.3,2.2,49.0,39103.0,Jordan Pickford,4-3-3,Andre Marriner,Match Report,,1.0,8.0,5.0,62.5,0.13,0.2,,,0.0,0.0,,,,,7.0,5.0,71.4,0.0,,,1.0,0.0,0.0,,,,,,,,,,,
2019,Crystal Palace,2023-01-06,20:00,FA Cup,Third round proper,Fri,Away,L,1.0,3.0,Manchester Utd,,,42.0,72306.0,Séamus Coleman,5-3-2,Darren England,Match Report,,1.0,12.0,4.0,33.3,0.08,0.25,16.0,0.0,0.0,0.0,1.4,0.11,-0.4,-0.4,5.0,3.0,60.0,0.0,1.6,-0.4,0.0,0.0,0.0,13.0,39.0,33.3,3.0,69.0,47.6,8.0,1.0,12.5,2.0,19.8
2019,Crystal Palace,2023-01-14,15:00,Premier League,Matchweek 20,Sat,Home,L,1.0,2.0,Southampton,1.4,1.2,52.0,39305.0,Séamus Coleman,3-4-3,John Brooks,Match Report,,0.0,5.0,2.0,40.0,0.0,0.0,14.7,0.0,0.0,0.0,0.5,0.11,-0.5,-0.5,4.0,2.0,50.0,0.0,1.9,-0.1,0.0,0.0,0.0,4.0,11.0,36.4,4.0,39.3,34.5,13.0,0.0,0.0,1.0,29.0
2019,Crystal Palace,2023-01-21,15:00,Premier League,Matchweek 21,Sat,Away,L,0.0,2.0,West Ham,0.5,2.2,67.0,62470.0,Séamus Coleman,3-4-3,Stuart Attwell,Match Report,,1.0,12.0,4.0,33.3,0.08,0.25,16.4,0.0,0.0,0.0,1.7,0.14,-0.7,-0.7,2.0,2.0,100.0,1.0,0.1,0.1,0.0,0.0,0.0,15.0,30.0,50.0,2.0,89.5,59.6,10.0,2.0,20.0,0.0,6.7
